Page,Impressions,Clicks,CTR,Avg. position
http://propertymap.info/project/wave-city-centre-noida,90,<10,-,54
http://propertymap.info/project/Prateek-Wisteria-Sector-77-Noida,90,<10,-,19
http://propertymap.info/project/bptp-astaire-gardens-southern-periphery-road-gurgaon,90,<10,-,25
http://propertymap.info/project/mgi-gharaunda-rajnagar-extn-ghaziabad,90,<10,-,6.4
http://propertymap.info/project/The-Star-Court-Pari-Chowk-Greater-Noida,90,<10,-,3.0
http://propertymap.info/project/ramprastha-primera-sector-37d-gurgaon,90,<10,-,22
http://propertymap.info/project/prateek-stylome-noida-expressway-noida,90,<10,-,15
http://propertymap.info/project/jm-aroma-sector-75-noida,90,<10,-,21
http://propertymap.info/project/Paramount-Emotions-Noida-Extension-Greater-Noida,70,<10,-,23
http://propertymap.info/project/Orange-County-Indirapuram-Ghaziabad,70,<10,-,10
http://propertymap.info/project/Shubhkamna-Monarch-Noida-Extension-Noida,70,<10,-,14
http://propertymap.info/project/Supertech-ORB-Noida-Sector-74-Noida,70,<10,-,20
http://propertymap.info/project/ekdant-dronagiri-vasundhara-ghaziabad,70,<10,-,13
http://propertymap.info/project/Ansal-Megapolis-City-Villas-Phase-1-Greater-Noida,70,<10,-,11
http://propertymap.info/project/Gaur-Saundaryam-Noida-Extension-Noida,70,<10,-,30
http://propertymap.info/project/hrc-professional-indirapuram-ghaziabad,70,<10,-,1.5
http://propertymap.info/project/Blossom-County-Noida-Expressway-Noida,70,<10,-,23
http://propertymap.info/project/3c-greenopolis-new-gurgaon-gurgaon,60,<10,-,23
http://propertymap.info/project/chd-golf-avenue-sector-106-gurgaon,60,<10,-,30
http://propertymap.info/project/Gaur-Green-City-Indirapuram-Ghaziabad,60,<10,-,10
http://propertymap.info/project/Grand-Woods-Noida-Expressway-Noida,60,<10,-,14
http://propertymap.info/project/Shubhkamna-Legend-Noida-Expressway-Noida,60,<10,-,8.6
http://propertymap.info/project/Amrapali-Leisure-Park-Noida-Extension-Greater-Noida,60,<10,-,19
http://propertymap.info/project/Shubhkamna-Epic-Noida-Extension-Noida,60,<10,-,17
http://propertymap.info/project/Puri-Emerald-Bay-Sector-104-Gurgaon,50,<10,-,23
http://propertymap.info/project/golf-estate-golf-course-extn-road-gurgaon,50,<10,-,27
http://propertymap.info/project/tata-gurgaon-gateway-dwarka-expressway-gurgaon,50,<10,-,23
http://propertymap.info/project/kristal-court--noida,50,<10,-,6.1
http://propertymap.info/project/earth-elacasa-sector-107-gurgaon,50,<10,-,15
http://propertymap.info/project/vatika-lifestyle-homes-new-gurgaon-gurgaon,50,<10,-,17
http://propertymap.info/project/Unitech-Uniworld-Resorts-Electronic-City-Bangalore,50,<10,-,9.2
http://propertymap.info/project/scc-sapphire-indirapuram-ghaziabad,50,<10,-,19
http://propertymap.info/project/Unitech-New-Project-Noida-Sector-117-Noida,50,<10,-,20
http://propertymap.info/project/Unitech-The-Residences-Sector-117-Noida,50,<10,-,4.2
http://propertymap.info/project/Nimbus-Hyde-Park-Sector-50-Noida,50,<10,-,21
http://propertymap.info/project/emaar-gurgaon-greens-dwarka-expressway-gurgaon,50,<10,-,7.2
http://propertymap.info/project/Krescent-Homes-Noida-Expressway-Noida,50,<10,-,25
http://propertymap.info/project/Stellar-Sigma-Villas-Sigma-4-Greater-Noida,50,<10,-,2.1
http://propertymap.info/project/panchsheel-pratishtha-sector-75-noida,50,<10,-,15
http://propertymap.info/project/amrapali-green-indirapuram-ghaziabad,50,<10,-,1.0
http://propertymap.info/project/Shipra-Suncity-Indirapuram-Ghaziabad,50,<10,-,9.7
http://propertymap.info/project/O3k-Ozone-Klassic-Rajnagar-Extn-Ghaziabad,50,<10,-,9.2
http://propertymap.info/project/Paras-Tierea-Noida-Expressway-Noida,50,<10,-,25
http://propertymap.info/project/Sunworld-Arista-Express-Way-Noida,50,<10,-,12
http://propertymap.info/project/tulip-orange-sector-69-gurgaon,50,<10,-,17
http://propertymap.info/project/ireo-premium-branded-serviced-apartments-golf-course-extn-road-gurgaon,35,<10,-,2.1
http://propertymap.info/project/Unitech-Unihomes-3-FNG-Expressway-Noida,35,<10,-,20
http://propertymap.info/project/vrinda-city-nh-58-ghaziabad,35,<10,-,17
http://propertymap.info/project/TCG-Crown-Greens-Hinjewadi-Pune,35,<10,-,24
http://propertymap.info/project/aprameya-garden-rajnagar-extn-ghaziabad,35,<10,-,2.9
http://propertymap.info/project/zodiac-sector-120-noida,35,<10,-,17
http://propertymap.info/project/Eldeco-Inspire-Sector-119-Noida,35,<10,-,12
http://propertymap.info/project/Ansal-API-Sushant-Serene-Residency-Greater-Noida,35,<10,-,18
http://propertymap.info/project/Stellar-Jeevan-Noida-Extension-Noida,35,<10,-,28
http://propertymap.info/project/supertech-cape-town-sector-74-noida,35,<10,-,39
http://propertymap.info/project/Uni-Homes-2-Sector-117-Noida,35,<10,-,8.6
http://propertymap.info/project/Assotech-Blith-Dwarka-Expressway-Gurgaon,35,<10,-,24
http://propertymap.info/project/Imperia-Mirage-Homes--Greater-Noida,35,<10,-,17
http://propertymap.info/project/kashish-manor-one-dwarka-expressway-gurgaon,35,<10,-,28
http://propertymap.info/project/Wave-City-Centre--Noida,35,<10,-,89
http://propertymap.info/project/gulshan-ikebana-sector-143-noida,35,<10,-,29
http://propertymap.info/project/Assotech-Celeste-Towers-Sector-44-Noida,35,<10,-,1.0
http://propertymap.info/project/Gardenia-Glory-Noida-Expressway-Noida,35,<10,-,11
http://propertymap.info/project/bestech-parkview-sanskriti-new-gurgaon-gurgaon,35,<10,-,5.7
http://propertymap.info/project/Mahagun-Mascot-Crossing-Republic-Ghaziabad,35,<10,-,4.3
http://propertymap.info/project/ajnara-elements-sector-137-noida,35,<10,-,8.9
http://propertymap.info/project/SPS-Heights-Indirapuram-Ghaziabad,35,<10,-,1.0
http://propertymap.info/project/Supertech-Ecociti-Noida-Expressway-Noida,35,<10,-,10
http://propertymap.info/project/Gardenia-Golf-City-Sector-50-Noida,35,<10,-,12
http://propertymap.info/project/tata-primanti-southern-periphery-road-gurgaon,35,<10,-,36
http://propertymap.info/project/Amba-G-Residency-Indirapuram-Ghaziabad,35,<10,-,1.0
http://propertymap.info/project/Ajnara-Vice-Royale-Yamuna-Expressway,35,<10,-,4.5
http://propertymap.info/project/mahagun-marvella-sector-78-noida,35,<10,-,8.8
http://propertymap.info/project/South-Park-Sector-70-Gurgaon,35,<10,-,22
http://propertymap.info/project/Shubhkamna-Signinn-Sector-Chi-Greater-Noida,35,<10,-,1.0
http://propertymap.info/project/Supertech-Araville-NH-8-Gurgaon,35,<10,-,20
http://propertymap.info/project/vayusena-enclave--nh-24-ghaziabad,30,<10,-,1.0
http://propertymap.info/project/Amrapali-Platinum-Sector-119-Noida,30,<10,-,11
http://propertymap.info/project/Embassy-Boulevard-Yelahanka-New-Town-Bangalore,30,<10,-,18
http://propertymap.info/project/Proview-Laboni-Crossing-Republic-Ghaziabad,30,<10,-,1.0
http://propertymap.info/project/Raheja-Aranya-City-Sohna-Road-Gurgaon,30,<10,-,6.5
http://propertymap.info/project/CHD-Avenue-71-Sohna-Road-Gurgaon,30,<10,-,18
http://propertymap.info/project/Lotus-Boulevard-Espacia-Noida-Expressway-Noida,30,<10,-,12
http://propertymap.info/project/paras-dews-dwarka-expressway-gurgaon,30,<10,-,15
http://propertymap.info/project/antriksh-golf-city-noida-expressway-noida,30,<10,-,13
http://propertymap.info/project/Ajnara-Elements-Sector-137-Noida,30,<10,-,9.6
http://propertymap.info/project/Oasis-GrandStand-Yamuna-Expressway,30,<10,-,71
http://propertymap.info/project/Godrej-Horizon-Undri-Pune,30,<10,-,27
http://propertymap.info/project/sky-court-new-gurgaon-gurgaon,30,<10,-,34
http://propertymap.info/project/Kings-Park-Pari-Chowk-Greater-Noida,30,<10,-,2.8
http://propertymap.info/project/Red-Apple-Homez-Rajnagar-Extn-Ghaziabad,30,<10,-,19
http://propertymap.info/project/Milan-Earth-Indirapuram-Ghaziabad,30,<10,-,1.0
http://propertymap.info/project/Panchsheel-Greens-Noida-Extension-Noida,30,<10,-,30
http://propertymap.info/project/North-Eye-Sector-74-Noida,30,<10,-,46
http://propertymap.info/project/sanchar-nest-palm--nh-24-ghaziabad,30,<10,-,1.9
http://propertymap.info/project/mahindra-aura-phase-4-dwarka-expressway-gurgaon,30,<10,-,17
http://propertymap.info/project/Shubhkamna-Valley-Yamuna-Expressway-Greater-Noida,30,<10,-,6.0
http://propertymap.info/project/rajhans-premier-indirapuram-ghaziabad,30,<10,-,3.2
http://propertymap.info/project/o3k-ozone-klassic-rajnagar-extn-ghaziabad,30,<10,-,17
http://propertymap.info/project/Paramount-Floraville-Sector-137-Noida,30,<10,-,30
http://propertymap.info/project/Lunkad-Realty-Sky-Vie-Viman-Nagar-Pune,30,<10,-,5.1
http://propertymap.info/project/Tulip-Spectra-Dwarka-Expressway-Gurgaon,30,<10,-,4.3
http://propertymap.info/project/Zen-Spire--Vaishali-Ghaziabad,30,<10,-,1.0
http://propertymap.info/project/raheja-oma-dharuhera-gurgaon,30,<10,-,21
http://propertymap.info/project/Rohan-Leher-Baner-Wakad-Area-Pune,30,<10,-,1.0
http://propertymap.info/project/eco-village-noida-extension-noida,30,<10,-,37
http://propertymap.info/project/Supertech-Icon-Indirapuram-Ghaziabad,30,<10,-,2.9
http://propertymap.info/project/Lodha-Belmondo-Ravet-Pune,30,<10,-,9.2
http://propertymap.info/project/Shubhkamna-Livia-Sector-Chi-Greater-Noida,30,<10,-,3.7
http://propertymap.info/project/Amrapali-Empire-Crossing-Republic-Ghaziabad,30,<10,-,29
http://propertymap.info/project/sikka-karnam-greens-noida-expressway-noida,30,<10,-,16
http://propertymap.info/project/Lotus-Greens-Yamuna-Expressway,30,<10,-,34
http://propertymap.info/project/kumar-golf-vista--crossing-republic-ghaziabad,30,<10,-,1.0
http://propertymap.info/project/Unitech-Vistas-Southern-Periphery-Road-Gurgaon,30,<10,-,11
http://propertymap.info/project/dlf-alameda-southern-periphery-road-gurgaon,30,<10,-,25
http://propertymap.info/project/Sunworld-City-Yamuna-Expressway-Greater-Noida,22,<10,-,8.3
http://propertymap.info/project/ATS-Pristine-Sector-150-Noida,22,<10,-,16
http://propertymap.info/project/dlf-regal-gardens-new-gurgaon-gurgaon,22,<10,-,16
http://propertymap.info/project/Paras-Irene-Southern-Periphery-Road-Gurgaon,22,<10,-,5.1
http://propertymap.info/project/ASG-Flora-Casa-NH-24-Ghaziabad,22,<10,-,1.4
http://propertymap.info/project/lotus-boulevard-noida-expressway-noida,22,<10,-,34
http://propertymap.info/project/Puri-Diplomatic-Greens-Dwarka-Expressway-Gurgaon,22,<10,-,27
http://propertymap.info/project/floraville-noida-expressway-noida,22,<10,-,45
http://propertymap.info/project/blossom-zest-sector-143-noida,22,<10,-,2.8
http://propertymap.info/project/cleo-county-sector-121-noida,22,<10,-,17
http://propertymap.info/project/Great-Value-Sharanam-Sector-107-Noida,22,<10,-,7.4
http://propertymap.info/project/Gaur-Grandeur-2-Sector-119-Noida,22,<10,-,8.1
http://propertymap.info/project/skyon-golf-course-extn-road-gurgaon,22,<10,-,35
http://propertymap.info/project/Lodha-Splendora-Thane-Mumbai,22,<10,-,57
http://propertymap.info/project/Unitech-New-Project-Golf-Course-Road-Gurgaon,22,<10,-,1.0
http://propertymap.info/project/mahaluxmi-homz-kausambi-ghaziabad,22,<10,-,6.7
http://propertymap.info/project/Ajnara-Legarden-Noida-Extension-Greater-Noida,22,<10,-,1.9
http://propertymap.info/project/vardah-enclave-flats-nh-24-ghaziabad,22,<10,-,2.0
http://propertymap.info/project/eldeco-inspire-sector-119-noida,22,<10,-,20
http://propertymap.info/project/shilas-dwarka-expressway-gurgaon,22,<10,-,8.8
http://propertymap.info/project/Mahagun-Mascot-Ghaziabad,22,<10,-,7.3
http://propertymap.info/project/Mahagun-Villa-Vaishali-Ghaziabad,22,<10,-,3.8
http://propertymap.info/project/lotus-pond-indirapuram-ghaziabad,22,<10,-,1.7
http://propertymap.info/project/Nitya-Homes-Rajnagar-Extn-Ghaziabad,22,<10,-,2.3
http://propertymap.info/project/Kensington-Park-plot-phase-II-Sector-128-Noida,22,<10,-,1.0
http://propertymap.info/project/Ansal-API-Sushant-Serene-Residency--Greater-Noida,22,<10,-,19
http://propertymap.info/project/ksn-coziome--vasundhara-ghaziabad,22,<10,-,1.0
http://propertymap.info/project/Grand-Ajnara-Heritage-Sector-74-Noida,22,<10,-,1.0
http://propertymap.info/project/la-royale-indirapuram-ghaziabad,22,<10,-,9.0
http://propertymap.info/project/Kasablanca-Towers-Sector-128-Noida,22,<10,-,5.2
http://propertymap.info/project/ajnara-landmark-vaishali-ghaziabad,22,<10,-,1.0
http://propertymap.info/project/aster-acacia-laurus-floors-new-gurgaon-gurgaon,22,<10,-,1.0
http://propertymap.info/project/Aman-II-Sector-151-Noida,22,<10,-,1.0
http://propertymap.info/builder/Bestech-India-Pvt-Ltd,16,<10,-,2.6
http://propertymap.info/project/Unitech-Exquisite-Sector-117-Noida,16,<10,-,2.3
http://propertymap.info/project/Eco-Lofts-Noida-Extension-Noida,16,<10,-,3.8
http://propertymap.info/project/Gaur-Green-Avenue-Indirapuram-Ghaziabad,16,<10,-,12
http://propertymap.info/builder/solitaire-real-infra-pvt-ltd,16,<10,-,1.0
http://propertymap.info/project/Purva-Midtown-Residency-Old-Madras-Road-Bangalore,16,<10,-,3.4
http://propertymap.info/project/brahma-city-golf-course-extn-road-gurgaon,16,<10,-,24
http://propertymap.info/project/ridge-residency-noida-expressway-noida,16,<10,-,14
http://propertymap.info/project/vipul-lavanya-nh-8-gurgaon,16,<10,-,18
http://propertymap.info/project/oasis-flora-heights-indirapuram-ghaziabad,16,<10,-,1.0
http://propertymap.info/EMI-EquatedMonthlyInstallment,16,<10,-,2.1
http://propertymap.info/project/Mahagun-Mosaic-Vaishali-Ghaziabad,16,<10,-,1.0
http://propertymap.info/project/exotica-elegance-indirapuram-ghaziabad,16,<10,-,4.0
http://propertymap.info/project/Eldeco-Riviera-Sector-Pi-Greater-Noida,16,<10,-,1.0
http://propertymap.info/project/KSN-Square--Vasundhara-Ghaziabad,16,<10,-,1.6
http://propertymap.info/project/Shipra-Suncity-Neo-Indirapuram-Ghaziabad,16,<10,-,3.2
http://propertymap.info/project/Aditya-World-City-Indirapuram-Ghaziabad,16,<10,-,9.7
http://propertymap.info/project/Experion-Windchants-Dwarka-Expressway-Gurgaon,16,<10,-,12
http://propertymap.info/project/angel-mercury-indirapuram-ghaziabad,16,<10,-,3.9
http://propertymap.info/project/aditya-gold-crest-indirapuram-ghaziabad,16,<10,-,1.0
http://propertymap.info/project/Gulmohur-Vatika-NH-24-Ghaziabad,16,<10,-,12
http://propertymap.info/project/Pristine-Privilege-Aundh-Pune,16,<10,-,1.0
http://propertymap.info/project/Mantri-Alpyne-Uttarahalli-Bangalore,16,<10,-,31
http://propertymap.info/project/ajnara-enclave--ghaziabad,16,<10,-,1.0
http://propertymap.info/builder/Ssakash Developers & Builders Pvt Ltd,16,<10,-,3.6
http://propertymap.info/project/Salarpuria-Sattva-Greenage-Hosur-Road-Bangalore,16,<10,-,14
http://propertymap.info/project/KDP-MGI-City-Rajnagar-Extn-Ghaziabad,16,<10,-,3.8
http://propertymap.info/project/maverick-tower-indirapuram-ghaziabad,16,<10,-,1.0
http://propertymap.info/project/mahagun-mezzaria-sector-78-noida,16,<10,-,18
http://propertymap.info/project/Raheja-Vedaanta-Independent-Floors-Dwarka-Expressway-Gurgaon,16,<10,-,5.9
http://propertymap.info/project/Agarwal-Gokul-Sapphire-Virar-Mumbai,16,<10,-,1.0
http://propertymap.info/project/Jaypee-The-Kove-Sector-25-Yamuna-Expressway,16,<10,-,5.7
http://propertymap.info/project/The-Pavilion-Court-Noida-Expressway-Noida,16,<10,-,2.2
http://propertymap.info/project/Princely-Estate-Sector-50-Noida,16,<10,-,4.2
http://propertymap.info/project/La-Residentia-Noida-Extension-Noida,16,<10,-,13
http://propertymap.info/project/meghdutam-sector-50-noida,16,<10,-,14
http://propertymap.info/project/Ajnara-Gen-X-GT-Road-Ghaziabad,16,<10,-,1.0
http://propertymap.info/project/orris-spring-homes-new-gurgaon-gurgaon,16,<10,-,21
http://propertymap.info/project/saya-zenith-indirapuram-ghaziabad,16,<10,-,12
http://propertymap.info/project/Antriksh-Zeal-Dwarka-Expressway-Gurgaon,16,<10,-,4.9
http://propertymap.info/project/mahaluxmi-pearl-58--nh-58-ghaziabad,16,<10,-,1.0
http://propertymap.info/project/cherry-noida-extension-noida,16,<10,-,10
http://propertymap.info/project/shipra-suncity-neo-indirapuram-ghaziabad,16,<10,-,1.0
http://propertymap.info/project/prateek-laurel-sector-120-noida,16,<10,-,18
http://propertymap.info/project/Unitech-The-Villas-Sohna-Road-Gurgaon,16,<10,-,4.8
http://propertymap.info/project/ats-pristine-sector-150-noida,16,<10,-,12
http://propertymap.info/project/Ireo-Victory-Valley-Golf-Course-Extn-Road-Gurgaon,16,<10,-,29
http://propertymap.info/project/taksila-heights-sector-37c-gurgaon,16,<10,-,31
http://propertymap.info/project/zen-spire-vaishali-ghaziabad,16,<10,-,1.0
http://propertymap.info/project/RG-Residency-Sector-120-Noida,16,<10,-,8.5
http://propertymap.info/project/mapsko-mount-ville-nh-8-gurgaon,16,<10,-,12
http://propertymap.info/project/shouryapuram-nh-24-ghaziabad,16,<10,-,4.8
http://propertymap.info/project/Park-View-Grand-Spa-Sector-81-Gurgaon,16,<10,-,2.4
http://propertymap.info/project/aman-height-nh-24-ghaziabad,16,<10,-,7.3
http://propertymap.info/project/Tharwani-Ritu-World-Dombivali---Kalyan-Mumbai,12,<10,-,5.4
http://propertymap.info/project/Nirmal-Lifestyle-Sports-City-Thane-Mumbai,12,<10,-,1.0
http://propertymap.info/project/Eldeco-Saubhagyam-Rai-Bareilly-Lucknow,12,<10,-,25
http://propertymap.info/project/AKSHAYA-TODAY-OMR-IT-Corridor-Chennai,12,<10,-,32
http://propertymap.info/builder/Amrapali-Group,12,<10,-,20
http://propertymap.info/project/Unihomes-Greater-Noida-Sector-Mu-Greater-Noida,12,<10,-,1.0
http://propertymap.info/project/Bharat-City-Indirapuram-Ghaziabad,12,<10,-,29
http://propertymap.info/project/The-Arena-Kengeri-Bangalore,12,<10,-,1.0
http://propertymap.info/project/Merion-Residency-II-Crossing-Republic-Ghaziabad,12,<10,-,1.0
http://propertymap.info/project/JNC-Green-Woods-Vasundhara-Ghaziabad,12,<10,-,1.0
http://propertymap.info/project/Balaji-Foster-Heights-Crossing-Republic-Ghaziabad,12,<10,-,1.0
http://propertymap.info/project/Foyer-Infinity-Whitefield-Bangalore,12,<10,-,5.7
http://propertymap.info/project/Prestige-Bella-Vista-Porur-Chennai,12,<10,-,17
http://propertymap.info/project/Yashica-Heights-NH-24-Ghaziabad,12,<10,-,6.3
http://propertymap.info/project/Shrachi-Restello-Rajarhat-Kolkata,12,<10,-,1.0
http://propertymap.info/project/srb-orchid-avenue--vaishali-ghaziabad,12,<10,-,1.0
http://propertymap.info/project/Ansal-Lake-View-Towers-Phase-1-Greater-Noida,12,<10,-,1.0
http://propertymap.info/project/mehak-melax-studio-gt-road-ghaziabad,12,<10,-,1.0
http://propertymap.info/project/Sunbreeze-Southern-Periphery-Road-Gurgaon,12,<10,-,18
http://propertymap.info/builder/the-3c-company,12,<10,-,10
http://propertymap.info/project/Aura-Abode-Indirapuram-Ghaziabad,12,<10,-,1.0
http://propertymap.info/project/Marvel-Viento-MG-Road-Bangalore,12,<10,-,3.0
http://propertymap.info/project/Capella-Star-Sector-Mu-Greater-Noida,12,<10,-,9.0
http://propertymap.info/project/Orris-Greenbay-Golf-Homes-Yamuna-Expressway,12,<10,-,8.4
http://propertymap.info/project/DLF-Maiden-Heights-Electronic-City-Bangalore,12,<10,-,21
http://propertymap.info/project/surya-kanishk-tower-indirapuram-ghaziabad,12,<10,-,1.0
http://propertymap.info/project/copperland-residency-indirapuram-ghaziabad,12,<10,-,1.0
http://propertymap.info/project/The-Willows-Noida-Expressway-Noida,12,<10,-,1.0
http://propertymap.info/project/Angel-Mercury-Indirapuram-Ghaziabad,12,<10,-,4.7
http://propertymap.info/project/hindon-greens-indirapuram-ghaziabad,12,<10,-,1.0
http://propertymap.info/project/Mahagun-Marvella-Sector-78-Noida,12,<10,-,7.3
http://propertymap.info/project/shubhkamna-loginn-serviced-apartments-noida-expressway-noida,12,<10,-,1.0
http://propertymap.info/project/Eldeco-Mystic-Greens-Sector-Omnicron-Greater-Noida,12,<10,-,7.6
http://propertymap.info/project/Mantri-Pinnacle-Banerghatta-Road-Bangalore,12,<10,-,39
http://propertymap.info/project/springview-heights-nh-24-ghaziabad,12,<10,-,27
http://propertymap.info/builder/Mellow Foundations Builders & Developers P Ltd,12,<10,-,1.0
http://propertymap.info/project/Unitech-Crestview-Southern-Periphery-Road-Gurgaon,12,<10,-,9.8
http://propertymap.info/project/krishna-aprameya-enclave-rajnagar-extn-ghaziabad,12,<10,-,14
http://propertymap.info/project/SG-Impressions-58-Phase-2-Indirapuram-Ghaziabad,12,<10,-,1.0
http://propertymap.info/project/asian-aarvanss-modern-heights-lal-kuan-ghaziabad,12,<10,-,1.0
http://propertymap.info/project/experion-heart-song-dwarka-expressway-gurgaon,12,<10,-,1.0
http://propertymap.info/project/ns-boulevard-24-nh-24-ghaziabad,12,<10,-,1.0
http://propertymap.info/project/Jaipurias-Sunshine-Greens-Indirapuram-Ghaziabad,12,<10,-,1.0
http://propertymap.info/project/Hiranandani-Glen-Gate-Hebbal-Road-Bangalore,12,<10,-,6.0
http://propertymap.info/project/Gaur-Green-Vista-NH-24-Ghaziabad,12,<10,-,6.2
http://propertymap.info/project/SKB-Gold-Coast-Crossing-Republic-Ghaziabad,12,<10,-,3.3
http://propertymap.info/project/Uniworth-Tranquil-Mysore-Road-Bangalore,12,<10,-,4.8
http://propertymap.info/project/Panchsheel-Primerose-NH-24-Ghaziabad,12,<10,-,3.6
http://propertymap.info/project/Brigade-Meadows-Kanakpura-Road-Bangalore,12,<10,-,48
http://propertymap.info/project/blossom-county-noida-expressway-noida,12,<10,-,14
http://propertymap.info/project/spire-woods-dwarka-expressway-gurgaon,12,<10,-,14
http://propertymap.info/project/Officer-City-2--Rajnagar-Extn-Ghaziabad,12,<10,-,1.0
http://propertymap.info/project/puri-emerald-bay-sector-104-gurgaon,12,<10,-,23
http://propertymap.info/project/Saarrthi-Signor-Hinjewadi-Pune,12,<10,-,1.0
http://propertymap.info/project/Sunworld-Vandita-Yamuna-Expressway,12,<10,-,30
http://propertymap.info/project/Kingswood-Oriental-Sector-128-Noida,12,<10,-,1.0
http://propertymap.info/project/bluestone-noida-expressway-noida,12,<10,-,19
http://propertymap.info/project/navodaya-pataudi-road-gurgaon,12,<10,-,12
http://propertymap.info/project/Pavilion-Heights-4-Noida-Expressway-Noida,12,<10,-,1.0
http://propertymap.info/project/defence-mega-city--gt-road-ghaziabad,12,<10,-,7.0
http://propertymap.info/project/krishna-apra-sapphire-indirapuram-ghaziabad,12,<10,-,2.4
http://propertymap.info/builder/Shree-Ramdevbaba-Developers-&-Builders-Ltd,12,<10,-,1.0
http://propertymap.info/project/Ramprastha-Rise-Dwarka-Expressway-Gurgaon,12,<10,-,17
http://propertymap.info/project/Kensington-Park-Noida-Expressway-Noida,12,<10,-,5.3
http://propertymap.info/project/Oxy-Homez-Indirapuram-Ghaziabad,12,<10,-,11
http://propertymap.info/kml/Ajnara-Ambrosia-Sector-118-Noida,<10,<10,-,1.0
http://propertymap.info/project/Glory-Airport-Road-Kolkata,<10,<10,-,1.0
http://propertymap.info/project/Canary-Greens-NH-8-Gurgaon,<10,<10,-,51
http://propertymap.info/builder/supertech-limited,<10,<10,-,1.0
http://propertymap.info/project/ParxLaureate-Sector-108-Noida,<10,<10,-,1.0
http://propertymap.info/project/vrindavan-green-indirapuram-ghaziabad,<10,<10,-,4.7
http://propertymap.info/project/Eiffel-Olympia-Hinjewadi-Pune,<10,<10,-,1.0
http://propertymap.info/project/sobha-international-city-dwarka-expressway-gurgaon,<10,<10,-,35
http://propertymap.info/project/Kolte-Patil-Cilantro-Wagholi-Pune,<10,<10,-,1.0
http://propertymap.info/builder/Nyati Builders & Developers,<10,<10,-,1.0
http://propertymap.info/project/Pavillion-Heights-Noida-Expressway-Noida,<10,<10,-,1.0
http://propertymap.info/kml/SCC-Heights-Rajnagar-Extn-Ghaziabad,<10,<10,-,1.0
http://propertymap.info/builder/amrapali-group,<10,<10,-,1.0
http://propertymap.info/project/French-Apartments-Sector-16B-Greater-Noida,<10,<10,-,1.0
http://propertymap.info/project/Dream-Excellency-Rajarhat-Kolkata,<10,<10,-,6.0
http://propertymap.info/project/Prestige-Silver-Crest-Sarjapura---ORR-Bangalore,<10,<10,-,36
http://propertymap.info/project/vedantam-minaret-vaishali-ghaziabad,<10,<10,-,7.7
http://propertymap.info/project/Astonia-Royale-Ambegaon-Pune,<10,<10,-,1.0
http://propertymap.info/project/sunworld-arista-express-way-noida,<10,<10,-,11
http://propertymap.info/builder/AVM Builders & Developers,<10,<10,-,1.0
http://propertymap.info/project/Lodha-Fiorenza-Goregaon--Borivali-Mumbai,<10,<10,-,11
http://propertymap.info/project/kasablanca-towers-sector-128-noida,<10,<10,-,1.0
http://propertymap.info/project/Gera-Regent-Manor-Baner-Wakad-Area-Pune,<10,<10,-,1.0
http://propertymap.info/project/devika-skypers-rajnagar-extn-ghaziabad,<10,<10,-,14
http://propertymap.info/builder/Crescentz Homes & Infrastructure Pvt Ltd,<10,<10,-,1.0
http://propertymap.info/project/Paramount-Symphony-Crossing-Republic-Ghaziabad,<10,<10,-,8.0
http://propertymap.info/project/parsvnath-sterling-mohan-nagar-ghaziabad,<10,<10,-,1.0
http://propertymap.info/project/express-greens-manesar-gurgaon,<10,<10,-,1.0
http://propertymap.info/project/Dream-Residency-Twins-Rajarhat-Kolkata,<10,<10,-,1.0
http://propertymap.info/project/Vaswani-Reserve-Sarjapura---ORR-Bangalore,<10,<10,-,21
http://propertymap.info/builder/krishna-apra-group,<10,<10,-,1.0
http://propertymap.info/project/golden-apple-homez-rajnagar-extn-ghaziabad,<10,<10,-,1.0
http://propertymap.info/project/Park-Towers-Sector-77-Faridabad,<10,<10,-,1.0
http://propertymap.info/kml/Galexy-Vega-Tech-Zone-Greater-Noida,<10,<10,-,1.0
http://propertymap.info/data/pdf/stellar-mi-citihomes-omicron-3-greater-noida.pdf,<10,<10,-,1.0
http://propertymap.info/project/ajnara-daffodil-noida-expressway-noida,<10,<10,-,25
http://propertymap.info/builder/rajhans-group-of-industries,<10,<10,-,1.0
http://propertymap.info/project/Neumec-Aura-Kurla---Chembur-Mumbai,<10,<10,-,1.0
http://propertymap.info/project/Kumar-Piccadilly-Baner-Wakad-Area-Pune,<10,<10,-,13
http://propertymap.info/project/aster-court-new-gurgaon-gurgaon,<10,<10,-,23
http://propertymap.info/project/Kolte-Patil-IVY-Estate-Wagholi-Pune,<10,<10,-,1.0
http://propertymap.info/project/Amrapali-Green-Indirapuram-Ghaziabad,<10,<10,-,1.0
http://propertymap.info/builder/sawhney-builders-pvt-ltd,<10,<10,-,1.0
http://propertymap.info/project/RNA-Metropolis-South-Mumbai-Mumbai,<10,<10,-,1.0
http://propertymap.info/builder/Aarti Infrastructure & Buildcon Ltd,<10,<10,-,1.0
http://propertymap.info/project/Acme-Avenue-Kandivali-West-Mumbai,<10,<10,-,20
http://propertymap.info/project/ss-group-the-coralwood-dwarka-expressway-gurgaon,<10,<10,-,7.2
http://propertymap.info/project/Indiabulls-Centrum-Park-Tellapur-Hyderabad,<10,<10,-,3.2
